id,area,quartos,banheiros,garagem,idade,localizacao,tipo_imovel,preco
1519,472,2,2,2,40,Zona Sul,Casa,1426769
1520,393,2,2,3,43,Zona Norte,Cobertura,754033
1521,280,5,3,1,4,Zona Leste,Studio,600015
1522,208,3,2,0,8,Zona Leste,Casa,365059
1523,211,1,1,1,0,Zona Sul,Studio,590258
1524,181,2,2,3,42,Centro,Cobertura,1809892
1525,54,1,2,3,29,Zona Oeste,Apartamento,947841
1526,484,3,3,1,6,Zona Leste,Casa,840624
1527,209,2,1,3,21,Zona Oeste,Casa,1549371
1528,227,5,3,0,19,Zona Sul,Apartamento,1287875
1529,373,4,1,3,28,Zona Sul,Apartamento,1751109
1530,190,5,1,2,26,Centro,Casa,1299581
1531,206,5,2,2,24,Zona Norte,Apartamento,842901
1532,314,4,2,3,45,Zona Oeste,Studio,995313
1533,92,4,3,1,34,Zona Leste,Cobertura,680165
1534,179,4,3,3,26,Zona Norte,Studio,1145107
1535,183,2,3,2,10,Zona Oeste,Cobertura,1166393
1536,185,1,1,0,16,Zona Oeste,Cobertura,1393824
1537,399,1,3,2,30,Zona Norte,Apartamento,493296
1538,498,4,1,3,17,Zona Norte,Apartamento,928894
1539,78,5,1,3,18,Centro,Studio,1236001
1540,484,3,1,1,49,Zona Leste,Apartamento,833603
1541,366,4,1,3,37,Zona Leste,Studio,808023
1542,113,5,1,3,28,Zona Leste,Casa,679618
1543,390,5,2,0,14,Zona Norte,Studio,1364510
1544,206,2,1,0,6,Centro,Cobertura,1278100
1545,177,2,1,0,36,Zona Sul,Casa,1387874
1546,147,1,2,1,36,Centro,Studio,124759
1547,371,1,2,1,6,Zona Norte,Studio,1530061
1548,92,3,2,2,21,Centro,Casa,1305395
1549,218,3,3,1,11,Zona Norte,Casa,593562
1550,389,3,3,0,7,Zona Oeste,Cobertura,412583
1551,78,3,1,1,17,Zona Oeste,Cobertura,603388
1552,356,5,1,3,27,Zona Sul,Cobertura,1112551
1553,286,5,1,1,17,Zona Oeste,Apartamento,1315976
1554,253,1,1,3,30,Zona Sul,Cobertura,369937
1555,170,2,2,2,16,Zona Leste,Apartamento,1460153
1556,244,2,3,3,22,Zona Norte,Studio,563462
1557,464,4,2,0,10,Zona Leste,Studio,1666921
1558,408,5,3,2,14,Zona Leste,Studio,1652957
1559,469,3,2,2,29,Zona Sul,Apartamento,1517632
1560,240,3,1,2,30,Zona Norte,Studio,1296348
1561,347,4,3,0,5,Zona Sul,Studio,209795
1562,61,2,1,3,11,Centro,Apartamento,1167923
1563,187,3,3,2,22,Zona Leste,Cobertura,1661558
1564,314,2,3,0,38,Zona Norte,Cobertura,324028
1565,334,4,1,2,39,Zona Leste,Cobertura,1660365
1566,458,2,1,2,35,Centro,Cobertura,1432703
1567,315,2,1,0,34,Centro,Casa,1755460
1568,173,2,2,1,2,Zona Norte,Studio,723716
1569,453,3,3,2,41,Zona Norte,Cobertura,438162
1570,48,1,3,1,27,Centro,Cobertura,330489
1571,47,5,3,2,14,Zona Leste,Cobertura,560724
1572,286,2,1,1,12,Zona Oeste,Cobertura,1815076
1573,107,2,3,3,18,Zona Leste,Cobertura,1221879
1574,400,2,3,1,39,Zona Oeste,Casa,1759006
1575,204,1,1,1,17,Zona Sul,Casa,1972490
1576,223,4,1,1,30,Zona Norte,Apartamento,486446
1577,142,3,3,1,36,Centro,Apartamento,1340365
1578,143,1,2,3,20,Zona Sul,Cobertura,1877133
1579,251,2,1,0,38,Zona Leste,Apartamento,500359
1580,195,1,2,1,4,Zona Oeste,Casa,1780115
1581,464,1,2,0,16,Zona Norte,Cobertura,1914200
1582,348,1,2,2,18,Zona Oeste,Apartamento,1268135
1583,161,4,2,0,3,Zona Leste,Apartamento,1901636
1584,414,5,1,1,25,Zona Leste,Casa,752900
1585,293,3,3,0,23,Centro,Studio,1803864
1586,442,4,3,3,38,Zona Sul,Cobertura,988572
1587,84,4,1,3,37,Zona Norte,Apartamento,1499949
1588,388,5,1,1,45,Centro,Casa,1095204
1589,160,4,2,0,18,Zona Oeste,Cobertura,1589148
1590,317,1,2,2,29,Zona Sul,Casa,1144552
1591,295,1,1,3,25,Zona Norte,Cobertura,1529882
1592,487,2,3,1,10,Zona Oeste,Studio,1703882
1593,496,4,2,3,38,Zona Norte,Studio,750160
1594,395,2,1,1,2,Zona Norte,Cobertura,1410074
1595,191,3,1,0,21,Zona Sul,Cobertura,1271947
1596,409,1,1,0,16,Zona Oeste,Casa,1411403
1597,116,3,2,0,10,Centro,Cobertura,265815
1598,84,5,1,0,46,Centro,Apartamento,559055
1599,317,1,3,0,38,Centro,Cobertura,1553981
1600,207,3,1,1,46,Zona Norte,Cobertura,413248
1601,420,5,2,3,26,Zona Leste,Studio,730501
1602,378,3,3,2,48,Zona Sul,Studio,333380
1603,37,5,3,3,42,Centro,Casa,1662545
1604,350,5,1,0,28,Zona Sul,Cobertura,1352581
1605,342,1,1,3,11,Zona Norte,Apartamento,150182
1606,276,2,3,3,12,Zona Sul,Apartamento,499042
1607,352,5,1,1,10,Centro,Cobertura,284575
1608,472,5,2,2,30,Centro,Casa,502602
1609,284,1,3,2,10,Zona Norte,Apartamento,730311
1610,357,2,1,0,40,Zona Norte,Casa,930751
1611,83,4,3,1,42,Zona Oeste,Cobertura,1131907
1612,278,4,1,1,35,Zona Norte,Casa,1746825
1613,268,2,1,1,1,Zona Leste,Cobertura,1421832
1614,258,3,2,1,22,Zona Leste,Studio,1051990
1615,96,1,1,1,35,Centro,Cobertura,1738892
1616,80,2,1,2,13,Zona Norte,Casa,308082
1617,126,4,1,2,36,Zona Leste,Apartamento,216702
1618,121,5,2,3,48,Zona Leste,Cobertura,1615357
1619,293,4,1,2,26,Zona Oeste,Cobertura,1205262
1620,447,5,1,1,11,Zona Norte,Cobertura,145284
1621,320,1,1,3,28,Zona Oeste,Studio,206840
1622,125,5,3,2,5,Zona Sul,Studio,761246
1623,117,2,2,3,43,Zona Oeste,Studio,484459
1624,107,5,3,2,46,Zona Sul,Apartamento,1746856
1625,317,3,2,0,22,Zona Sul,Apartamento,291991
1626,149,2,2,2,9,Zona Norte,Cobertura,129415
1627,331,1,3,3,33,Zona Sul,Apartamento,249128
1628,429,2,2,0,43,Zona Sul,Casa,185567
1629,481,3,2,1,11,Zona Oeste,Casa,1695636
1630,194,1,3,3,31,Zona Norte,Studio,141388
1631,211,4,1,1,25,Zona Norte,Casa,676602
1632,498,3,2,1,6,Zona Sul,Casa,1491036
1633,427,1,3,3,31,Zona Oeste,Cobertura,1375112
1634,252,5,2,1,32,Zona Oeste,Studio,1528318
1635,340,2,3,3,17,Zona Oeste,Studio,698469
1636,461,1,1,3,34,Zona Oeste,Studio,1959932
1637,495,2,2,2,19,Centro,Casa,1196797
1638,36,5,1,0,30,Zona Sul,Apartamento,1976389
1639,359,1,1,1,4,Zona Sul,Cobertura,336009
1640,292,4,3,1,31,Zona Sul,Apartamento,276813
1641,190,3,2,0,46,Zona Norte,Studio,1753883
1642,180,1,2,0,41,Zona Norte,Studio,1951973
1643,114,5,2,0,18,Zona Oeste,Casa,266502
1644,176,1,2,0,0,Zona Norte,Cobertura,1891208
1645,141,2,2,0,6,Zona Leste,Cobertura,262879
1646,410,1,3,2,21,Zona Sul,Cobertura,1688830
1647,432,4,2,3,49,Zona Sul,Casa,1677122
1648,65,1,1,0,33,Centro,Apartamento,369067
1649,314,3,1,2,9,Centro,Cobertura,1372111
1650,217,1,2,0,46,Zona Leste,Apartamento,1781726
1651,111,2,3,0,41,Centro,Casa,1139020
1652,31,1,3,1,25,Zona Oeste,Casa,125605
1653,414,4,2,1,31,Zona Oeste,Apartamento,1392121
1654,332,5,1,1,41,Zona Sul,Cobertura,132868
1655,226,1,2,1,26,Zona Oeste,Apartamento,1034303
1656,433,1,2,3,11,Centro,Cobertura,175111
1657,40,3,2,3,39,Zona Leste,Studio,146210
1658,263,4,3,1,22,Zona Oeste,Studio,1404961
1659,415,5,3,1,13,Zona Sul,Cobertura,1116851
1660,224,2,1,0,33,Zona Sul,Apartamento,642418
1661,148,1,1,0,16,Centro,Cobertura,1245126
1662,425,5,2,1,5,Zona Oeste,Cobertura,1824811
1663,49,2,1,1,26,Centro,Cobertura,1342556
1664,290,4,2,1,7,Zona Sul,Studio,1753027
1665,322,4,1,0,32,Zona Leste,Casa,648329
1666,451,5,2,1,34,Zona Oeste,Studio,497659
1667,285,2,3,1,46,Zona Leste,Cobertura,895912
1668,251,4,2,3,16,Zona Oeste,Apartamento,1202588
1669,422,5,3,3,25,Zona Sul,Casa,554699
1670,255,4,3,0,6,Zona Oeste,Cobertura,890602
1671,82,4,1,3,45,Zona Sul,Casa,857812
1672,457,4,1,0,23,Zona Norte,Apartamento,1663933
1673,384,3,3,2,24,Zona Sul,Casa,581345
1674,371,2,2,1,34,Zona Sul,Casa,1705669
1675,393,5,2,0,25,Zona Oeste,Cobertura,1583517
1676,309,5,1,3,49,Zona Leste,Apartamento,800197
1677,110,2,2,2,4,Zona Sul,Apartamento,1847360
1678,231,2,2,3,46,Zona Oeste,Studio,104806
1679,187,2,2,0,37,Zona Sul,Casa,268683
1680,149,2,3,2,34,Centro,Cobertura,1129588
1681,88,1,3,3,29,Centro,Casa,621270
1682,244,5,2,2,49,Centro,Casa,1634795
1683,157,1,1,1,24,Centro,Casa,746740
1684,253,4,2,1,23,Zona Leste,Cobertura,1165238
1685,238,4,1,2,29,Zona Sul,Casa,1722469
1686,399,5,3,3,19,Centro,Cobertura,1135405
1687,144,4,2,3,2,Zona Oeste,Apartamento,1759487
1688,238,2,2,3,31,Centro,Casa,1587920
1689,43,1,1,1,7,Zona Norte,Studio,1824784
1690,38,2,1,0,49,Zona Norte,Apartamento,456721
1691,69,4,2,0,46,Zona Leste,Studio,1853388
1692,479,1,2,2,22,Zona Norte,Casa,1780076
1693,266,2,1,3,45,Zona Oeste,Apartamento,106042
1694,310,5,3,2,15,Centro,Cobertura,1088106
1695,388,2,1,0,34,Zona Norte,Casa,224255
1696,230,4,2,0,24,Zona Norte,Casa,1378146
1697,275,1,3,3,14,Zona Leste,Cobertura,1608656
1698,307,5,3,2,7,Zona Norte,Studio,1351577
1699,264,1,3,3,33,Centro,Apartamento,350113
1700,33,5,3,0,24,Zona Sul,Apartamento,467581
1701,183,1,2,0,48,Centro,Cobertura,1732187
1702,471,4,3,3,43,Zona Norte,Apartamento,179297
1703,58,5,1,2,18,Zona Norte,Cobertura,1031686
1704,138,3,1,1,42,Zona Norte,Studio,1818330
1705,127,1,1,3,49,Zona Leste,Studio,1598332
1706,244,1,2,0,12,Zona Oeste,Apartamento,1948891
1707,322,2,3,1,45,Centro,Cobertura,380085
1708,104,5,1,3,11,Zona Norte,Cobertura,1039864
1709,355,3,1,1,14,Zona Sul,Cobertura,1336329
1710,175,4,1,3,22,Zona Leste,Cobertura,1376845
1711,157,2,3,0,39,Zona Oeste,Apartamento,201428
1712,370,3,1,3,1,Zona Norte,Casa,1644978
1713,71,5,3,1,39,Centro,Apartamento,164048
1714,385,3,3,2,22,Zona Sul,Cobertura,811631
1715,70,1,3,0,4,Zona Leste,Casa,1550512
1716,451,1,2,0,33,Centro,Casa,1222801
1717,63,2,2,1,9,Centro,Apartamento,1974558
1718,46,5,3,3,26,Zona Leste,Cobertura,1131164
1719,194,5,3,3,41,Centro,Cobertura,335674
1720,182,3,2,3,3,Zona Sul,Cobertura,696970
1721,407,2,2,0,3,Zona Sul,Cobertura,593330
1722,105,5,3,0,7,Centro,Cobertura,107914
1723,116,1,2,1,5,Zona Norte,Casa,1211529
1724,146,3,1,3,24,Centro,Apartamento,315837
1725,391,4,3,3,26,Zona Norte,Apartamento,1068781
1726,371,1,3,1,46,Centro,Studio,1090381
1727,498,2,2,0,49,Zona Oeste,Apartamento,165129
1728,56,5,1,0,39,Zona Sul,Casa,1950399
1729,342,1,2,2,19,Centro,Studio,1656404
1730,316,4,1,2,26,Zona Sul,Casa,1762870
1731,163,4,1,3,6,Zona Leste,Apartamento,1266627
1732,248,2,3,0,22,Zona Oeste,Casa,1913001
1733,197,1,1,3,19,Zona Norte,Casa,1250266
1734,127,3,3,0,48,Zona Leste,Apartamento,1440005
1735,297,1,1,2,33,Zona Oeste,Casa,194837
1736,266,4,3,1,28,Zona Leste,Studio,1798460
1737,338,2,1,0,43,Zona Sul,Studio,660394
1738,484,2,2,2,4,Zona Oeste,Cobertura,222865
1739,423,3,1,2,26,Zona Leste,Studio,326725
1740,202,2,2,0,11,Zona Norte,Studio,1337236
1741,430,2,1,3,16,Zona Oeste,Apartamento,602431
1742,439,2,1,0,36,Zona Oeste,Studio,1270522
1743,498,2,3,2,33,Zona Leste,Apartamento,1477125
1744,219,2,1,0,29,Centro,Studio,216147
1745,151,4,1,1,35,Zona Norte,Apartamento,303392
1746,75,1,1,3,5,Zona Norte,Apartamento,197768
1747,93,5,2,0,31,Zona Leste,Casa,710317
1748,159,2,3,2,31,Zona Sul,Studio,1155618
1749,339,5,3,2,8,Zona Sul,Apartamento,1777597
1750,392,5,1,3,21,Centro,Studio,354622
1751,222,4,1,0,9,Centro,Cobertura,620832
1752,336,2,2,2,28,Zona Leste,Casa,166221
1753,210,5,1,3,10,Zona Sul,Casa,1098797
1754,321,2,3,1,27,Zona Norte,Apartamento,858691
1755,400,3,3,3,1,Zona Sul,Studio,151126
1756,311,3,2,0,20,Zona Leste,Casa,1129027
1757,58,3,2,0,30,Zona Sul,Casa,156746
1758,178,5,3,2,40,Zona Oeste,Casa,748179
1759,296,3,2,1,16,Zona Leste,Apartamento,1223688
1760,325,4,1,0,26,Zona Oeste,Cobertura,584238
1761,40,4,1,2,29,Zona Leste,Apartamento,334840
1762,193,5,2,3,40,Zona Norte,Cobertura,1638859
1763,142,2,3,3,7,Zona Leste,Casa,1776283
1764,216,1,2,0,36,Zona Leste,Cobertura,524556
1765,324,2,3,1,4,Zona Leste,Apartamento,1827729
1766,261,2,2,2,25,Zona Leste,Apartamento,815830
1767,256,2,2,0,5,Centro,Studio,116950
1768,339,2,2,2,15,Zona Oeste,Studio,652781
1769,127,1,1,3,0,Zona Leste,Apartamento,746871
1770,84,3,1,2,8,Zona Leste,Studio,568409
1771,140,2,3,3,20,Centro,Casa,440074
1772,181,4,2,1,6,Zona Sul,Cobertura,877345
1773,275,5,1,1,42,Centro,Apartamento,160914
1774,435,5,2,3,14,Centro,Apartamento,753947
1775,98,4,3,0,23,Centro,Studio,1577025
1776,341,2,1,3,4,Zona Leste,Apartamento,1398480
1777,318,1,3,2,37,Centro,Studio,262111
1778,279,3,1,2,28,Centro,Casa,1677212
1779,65,5,2,2,45,Centro,Apartamento,890358
1780,268,3,3,0,45,Zona Leste,Casa,1303591
1781,177,1,1,1,10,Zona Norte,Casa,717540
1782,496,5,1,1,3,Zona Norte,Apartamento,1881177
1783,256,3,2,2,9,Zona Sul,Studio,1523836
1784,273,1,3,0,33,Zona Leste,Studio,431690
1785,366,3,3,2,3,Centro,Casa,1921501
1786,475,2,3,1,9,Centro,Studio,101400
1787,394,1,2,3,32,Centro,Studio,1515731
1788,230,3,1,2,45,Zona Norte,Casa,978112
1789,183,2,1,2,17,Centro,Apartamento,982195
1790,479,2,3,2,11,Centro,Apartamento,755311
1791,102,1,1,1,22,Zona Norte,Cobertura,352090
1792,230,4,3,0,43,Centro,Apartamento,1034590
1793,325,5,2,3,24,Zona Sul,Studio,1154831
1794,46,1,2,3,36,Zona Oeste,Cobertura,1801047
1795,158,2,2,3,3,Zona Sul,Cobertura,1447876
1796,246,2,3,2,12,Zona Leste,Cobertura,1714779
1797,90,1,1,1,17,Zona Sul,Apartamento,518665
1798,456,4,2,3,28,Zona Sul,Cobertura,1765384
1799,133,5,3,2,43,Zona Norte,Cobertura,882837
1800,71,3,3,0,29,Zona Leste,Cobertura,788125
1801,54,1,2,2,47,Zona Sul,Apartamento,1614455
1802,68,5,2,3,37,Zona Oeste,Apartamento,422866
1803,320,5,2,3,27,Zona Sul,Apartamento,658876
1804,160,2,1,0,6,Centro,Apartamento,124290
1805,258,3,1,1,23,Zona Norte,Casa,1857832
1806,137,1,3,0,40,Centro,Apartamento,1537781
1807,201,2,2,0,9,Zona Leste,Studio,655987
1808,464,2,2,3,36,Zona Leste,Cobertura,1005511
1809,131,4,1,3,26,Zona Norte,Apartamento,214115
1810,383,5,2,1,20,Zona Sul,Studio,357194
1811,41,1,3,3,35,Zona Leste,Studio,117763
1812,304,1,2,0,42,Zona Oeste,Studio,1866859
1813,130,1,1,0,28,Zona Norte,Casa,944054
1814,73,2,3,1,6,Centro,Casa,1238534
1815,472,4,3,3,12,Zona Oeste,Casa,1808283
1816,334,3,2,3,44,Zona Norte,Studio,1698471
1817,474,2,3,0,22,Zona Oeste,Apartamento,653545
1818,46,3,2,0,49,Zona Norte,Studio,1362911
1819,359,4,2,3,24,Centro,Casa,777014
1820,86,5,1,2,40,Zona Sul,Casa,1886460
1821,340,1,3,0,44,Zona Norte,Casa,1433623
1822,332,3,2,0,12,Zona Leste,Apartamento,1139724
1823,41,2,2,0,36,Centro,Studio,1552639
1824,347,3,2,1,29,Centro,Casa,1368151
1825,109,5,3,3,25,Zona Oeste,Studio,540461
1826,245,1,3,3,11,Zona Leste,Studio,755951
1827,368,3,3,3,0,Zona Oeste,Casa,1172998
1828,293,5,2,0,17,Centro,Cobertura,1736079
1829,178,2,3,3,20,Zona Norte,Cobertura,1203891
1830,110,4,2,3,23,Zona Leste,Cobertura,1758738
1831,244,2,3,3,16,Centro,Casa,452267
1832,403,1,3,1,41,Zona Leste,Studio,147048
1833,493,2,2,1,8,Zona Norte,Cobertura,1843483
1834,227,2,3,0,39,Zona Sul,Apartamento,1509145
1835,229,2,2,3,27,Zona Oeste,Cobertura,214503
1836,54,2,3,0,14,Zona Oeste,Apartamento,849992
1837,495,1,3,0,12,Centro,Cobertura,1347460
1838,118,5,3,0,27,Centro,Cobertura,1700084
1839,297,3,3,0,16,Zona Norte,Cobertura,292489
1840,172,4,1,0,8,Centro,Apartamento,1910335
1841,88,3,2,0,20,Centro,Apartamento,795204
1842,439,3,1,1,29,Centro,Cobertura,199181
1843,394,4,3,2,10,Zona Leste,Apartamento,183996
1844,55,1,3,1,29,Zona Leste,Studio,1195814
1845,76,4,2,0,35,Zona Sul,Cobertura,1924295
1846,317,1,2,2,24,Zona Leste,Studio,1279748
1847,295,3,2,2,6,Zona Oeste,Casa,239639
1848,45,1,2,3,19,Zona Sul,Casa,436517
1849,228,5,3,0,34,Centro,Casa,1214003
1850,430,4,2,0,9,Zona Oeste,Studio,1807318
1851,436,5,1,1,34,Zona Sul,Apartamento,685143
1852,311,3,2,2,0,Zona Sul,Casa,864596
1853,498,4,2,2,13,Zona Oeste,Cobertura,1466215
1854,115,3,1,0,44,Zona Sul,Cobertura,416112
1855,279,5,1,3,4,Zona Oeste,Apartamento,1490167
1856,420,3,1,0,39,Zona Sul,Cobertura,828188
1857,299,4,1,2,43,Zona Sul,Studio,522358
1858,364,4,2,3,37,Zona Sul,Casa,716352
1859,146,3,1,3,33,Zona Oeste,Studio,1821365
1860,36,4,3,2,23,Zona Sul,Cobertura,642769
1861,166,4,2,0,3,Zona Leste,Studio,1660302
1862,400,3,3,0,26,Zona Leste,Apartamento,285045
1863,205,5,2,0,4,Zona Leste,Studio,1562042
1864,357,4,2,1,42,Zona Leste,Cobertura,1367777
1865,344,4,3,1,12,Zona Leste,Cobertura,1306238
1866,244,4,1,3,39,Centro,Casa,468524
1867,111,4,1,0,20,Zona Sul,Studio,1737505
1868,252,3,3,1,36,Zona Norte,Apartamento,1773517
1869,401,5,1,3,31,Centro,Casa,1886239
1870,452,5,2,2,37,Zona Oeste,Cobertura,1066410
1871,431,1,2,2,30,Centro,Studio,916878
1872,472,4,2,0,31,Zona Norte,Apartamento,364729
1873,132,4,1,2,14,Centro,Cobertura,313694
1874,302,1,1,2,47,Zona Sul,Cobertura,757456
1875,43,5,3,2,29,Zona Leste,Casa,1050590
1876,188,2,2,3,42,Zona Sul,Cobertura,534196
1877,181,2,3,2,6,Centro,Apartamento,488528
1878,137,5,1,2,37,Zona Norte,Apartamento,884974
1879,217,4,3,3,30,Zona Oeste,Casa,1263855
1880,330,2,1,1,43,Zona Sul,Casa,1873576
1881,127,3,2,3,25,Zona Norte,Apartamento,1929012
1882,160,3,2,1,35,Zona Oeste,Casa,150612
1883,322,1,1,3,45,Zona Leste,Cobertura,329235
1884,200,5,1,0,42,Zona Sul,Apartamento,1568914
1885,453,5,1,2,25,Zona Sul,Casa,1592855
1886,212,2,2,1,43,Zona Leste,Apartamento,1308616
1887,393,4,1,3,1,Zona Leste,Cobertura,139680
1888,68,5,2,1,42,Centro,Casa,1443326
1889,44,2,3,1,44,Zona Oeste,Apartamento,1892703
1890,405,2,2,2,42,Zona Norte,Cobertura,909860
1891,33,5,3,1,8,Zona Leste,Casa,363414
1892,378,2,2,3,47,Centro,Apartamento,1401502
1893,499,1,2,0,4,Zona Oeste,Cobertura,133049
1894,438,1,1,0,26,Zona Oeste,Cobertura,1569184
1895,426,5,2,2,11,Zona Sul,Cobertura,964512
1896,239,4,1,3,34,Centro,Studio,973564
1897,190,1,1,3,28,Centro,Cobertura,851829
1898,45,1,1,0,15,Zona Sul,Cobertura,1805765
1899,455,5,2,3,18,Zona Norte,Casa,1796296
1900,137,3,1,1,48,Zona Leste,Studio,444018
1901,411,2,3,2,42,Zona Sul,Cobertura,922939
1902,479,1,3,0,26,Zona Leste,Casa,237348
1903,340,3,2,2,17,Centro,Casa,1331764
1904,256,4,1,1,40,Zona Sul,Apartamento,1694864
1905,199,3,3,0,12,Zona Norte,Apartamento,474869
1906,63,5,2,3,29,Zona Leste,Studio,402675
1907,443,4,2,3,25,Zona Leste,Casa,1799211
1908,280,4,2,1,5,Zona Leste,Cobertura,311845
1909,276,3,2,0,2,Centro,Cobertura,1295932
1910,298,5,2,2,22,Zona Leste,Casa,1602060
1911,170,1,1,0,11,Zona Oeste,Studio,1249687
1912,303,3,1,3,40,Zona Leste,Cobertura,1151495
1913,445,1,1,0,40,Centro,Studio,1068226
1914,125,3,1,0,14,Zona Sul,Casa,1306520
1915,256,1,2,3,0,Zona Leste,Studio,1572330
1916,408,3,2,3,49,Zona Leste,Apartamento,302364
1917,68,4,3,2,46,Zona Sul,Studio,1548499
1918,331,2,3,0,7,Zona Oeste,Studio,1634240
1919,58,4,1,3,30,Centro,Cobertura,847928
1920,475,1,2,1,10,Zona Sul,Studio,450940
1921,347,5,3,3,16,Centro,Cobertura,833492
1922,274,4,3,2,26,Zona Sul,Cobertura,1107676
1923,265,2,3,2,30,Zona Norte,Apartamento,644247
1924,214,1,3,1,26,Zona Oeste,Cobertura,1462700
1925,301,4,1,2,13,Zona Norte,Casa,1953966
1926,469,3,2,0,22,Zona Sul,Cobertura,1610710
1927,265,5,1,2,4,Zona Sul,Casa,1348948
1928,268,1,3,1,29,Centro,Cobertura,1322855
1929,406,4,3,2,33,Zona Sul,Casa,639438
1930,295,1,2,1,46,Centro,Apartamento,1656396
1931,443,3,2,2,18,Centro,Studio,496640
1932,438,2,1,3,30,Zona Sul,Cobertura,1723114
1933,388,4,2,1,15,Centro,Apartamento,245343
1934,369,1,1,2,44,Zona Oeste,Apartamento,962963
1935,418,1,1,0,26,Zona Norte,Cobertura,375726
1936,94,1,3,1,25,Zona Sul,Cobertura,834228
1937,206,2,1,1,38,Centro,Casa,406211
1938,32,1,3,2,28,Centro,Cobertura,296805
1939,458,5,1,3,48,Centro,Cobertura,883512
1940,171,5,1,3,38,Centro,Casa,224971
1941,405,1,2,2,43,Zona Oeste,Casa,1654985
1942,187,5,2,2,44,Zona Sul,Cobertura,631386
1943,353,4,3,0,28,Zona Sul,Cobertura,253585
1944,175,5,2,2,44,Zona Oeste,Cobertura,208064
1945,475,1,1,1,45,Zona Oeste,Studio,1157638
1946,322,3,3,2,46,Zona Oeste,Studio,1738909
1947,182,4,3,0,30,Zona Sul,Apartamento,1134655
1948,461,2,3,2,1,Zona Leste,Apartamento,1619553
1949,222,1,1,2,5,Zona Norte,Cobertura,979000
1950,466,2,2,1,8,Zona Oeste,Casa,718791
1951,492,3,3,3,14,Zona Oeste,Cobertura,1466969
1952,102,2,1,2,19,Zona Sul,Cobertura,1101312
1953,428,1,2,0,47,Zona Sul,Apartamento,786706
1954,334,1,2,2,1,Zona Norte,Cobertura,1345029
1955,406,3,3,2,2,Centro,Cobertura,1511274
1956,373,1,1,1,29,Zona Sul,Apartamento,1186015
1957,481,3,2,3,7,Zona Norte,Apartamento,236082
1958,169,3,1,3,39,Zona Sul,Casa,363128
1959,216,1,2,3,20,Zona Sul,Casa,395707
1960,322,5,3,2,38,Zona Sul,Casa,1646185
1961,90,3,3,1,42,Zona Leste,Studio,1523070
1962,456,1,2,1,12,Zona Leste,Studio,1264655
1963,409,5,1,2,39,Zona Oeste,Cobertura,730185
1964,227,3,2,1,40,Zona Leste,Casa,1278833
1965,324,5,1,3,47,Zona Norte,Apartamento,318709
1966,469,4,2,1,36,Zona Sul,Casa,1954385
1967,348,4,3,2,31,Zona Leste,Cobertura,1655170
1968,331,5,1,2,13,Zona Sul,Studio,1025131
1969,373,3,3,0,0,Centro,Studio,1054729
1970,40,1,1,0,26,Zona Oeste,Cobertura,1316987
1971,91,2,2,1,23,Zona Leste,Casa,1423311
1972,362,1,3,1,48,Zona Sul,Cobertura,1961816
1973,255,2,3,2,21,Centro,Cobertura,454568
1974,182,2,1,0,13,Zona Oeste,Studio,1420349
1975,228,3,1,0,44,Zona Oeste,Studio,682033
1976,81,5,1,3,7,Centro,Studio,585548
1977,289,1,3,3,26,Zona Leste,Cobertura,474487
1978,88,5,2,2,2,Zona Leste,Casa,215565
1979,101,4,1,2,32,Zona Sul,Cobertura,1692402
1980,177,3,2,2,46,Zona Norte,Casa,613613
1981,378,3,1,2,20,Zona Sul,Casa,162785
1982,92,4,2,0,31,Zona Sul,Cobertura,911914
1983,339,1,1,2,39,Zona Sul,Casa,1366009
1984,402,4,2,2,40,Centro,Casa,1673959
1985,272,1,3,0,44,Zona Oeste,Cobertura,1717346
1986,395,2,1,3,43,Zona Oeste,Studio,1969582
1987,359,3,1,2,40,Zona Norte,Cobertura,220684
1988,136,1,3,3,31,Zona Leste,Studio,1458631
1989,255,5,1,0,23,Zona Sul,Casa,1723692
1990,342,5,1,3,10,Centro,Studio,1746799
1991,247,3,3,0,36,Centro,Studio,961525
1992,454,4,3,2,20,Zona Sul,Apartamento,1211072
1993,270,4,2,3,17,Centro,Apartamento,1154077
1994,288,1,3,2,10,Centro,Studio,224289
1995,405,4,3,1,26,Zona Sul,Apartamento,1909516
1996,291,3,1,1,42,Zona Norte,Studio,1833596
1997,34,1,3,3,37,Centro,Apartamento,406029
1998,290,2,1,0,0,Zona Oeste,Casa,407361
1999,83,4,3,3,28,Zona Oeste,Cobertura,896687
2000,76,4,3,0,20,Zona Oeste,Apartamento,811693
2001,244,1,2,1,28,Zona Sul,Cobertura,749958
2002,206,5,3,0,8,Zona Oeste,Apartamento,1959829
2003,38,4,3,1,6,Zona Leste,Studio,1803729
2004,128,3,1,3,37,Centro,Apartamento,1238564
2005,49,4,1,2,30,Zona Norte,Apartamento,151754
2006,407,2,2,2,26,Zona Oeste,Cobertura,1492017
2007,270,4,3,2,41,Zona Sul,Cobertura,1825487
2008,90,5,1,0,31,Zona Norte,Apartamento,114015
2009,408,4,3,2,4,Zona Sul,Cobertura,1758265
2010,448,1,2,0,32,Zona Norte,Apartamento,1933673
2011,207,4,1,2,14,Zona Norte,Studio,1363045
2012,367,5,1,0,4,Centro,Studio,1282145
2013,91,1,2,0,19,Zona Norte,Casa,555868
2014,174,3,3,1,37,Zona Leste,Cobertura,1154426
